Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What Type of Surface is the Graffiti on?,Where is the Graffiti located?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location
10/03/2017,Completed,10/04/2017,17-06617547,Graffiti Removal,Wood - Painted,Fence,3302 W 63RD PL,60629,1155472.68838294,1862321.56406879,23,8,66,3,41.77811641572361,-87.70573467134537,"(41.77811641572361, -87.70573467134537)"
10/03/2017,Completed,10/04/2017,17-06617808,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,5652 S KEELER AVE,60629,1149333.61108955,1866695.1499844,13,8,62,,41.78973491103872,-87.72811116115331,"(41.78973491103872, -87.72811116115331)"
10/03/2017,Completed,10/04/2017,17-06618050,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,1500 W POLK ST,60607,1166508.12017652,1896534.21542225,28,12,28,,41.87177025033108,-87.66427189244578,"(41.87177025033108, -87.66427189244578)"
10/03/2017,Completed,10/04/2017,17-06618103,Graffiti Removal,Metal - Unpainted,Pole,712 N CAMPBELL AVE,60612,1159608.35839145,1904706.75843328,26,12,24,,41.89435244902896,-87.68941267792209,"(41.89435244902896, -87.68941267792209)"
10/03/2017,Completed,10/04/2017,17-06618284,Graffiti Removal,Wood - Painted,Bench,610 N CAMPBELL AVE,60612,1159632.3328309,1904024.66007178,26,12,24,,41.892411927249476,-87.68932178864316,"(41.892411927249476, -87.68932178864316)"
10/03/2017,Completed,10/04/2017,17-06618294,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,1520 W POLK ST,60607,1166377.12017652,1896530.71542225,28,12,28,,41.87175870706787,-87.66506523403585,"(41.87175870706787, -87.66506523403585)"
10/03/2017,Completed,10/04/2017,17-06618345,Graffiti Removal,Brick - Unpainted,Side,1555 N DAMEN AVE,60622,1162772.94402794,1910354.75013343,1,14,24,33,41.909906912161475,-87.67730264593406,"(41.909906912161475, -87.67730264593406)"
10/03/2017,Completed,10/04/2017,17-06618346,Graffiti Removal,Aluminum Siding,Garage,3037 N SAWYER AVE,60618,1154187.03837605,1920023.58531821,35,14,21,,41.93680181991898,-87.70862385259728,"(41.93680181991898, -87.70862385259728)"
10/03/2017,Completed,10/04/2017,17-06618373,Graffiti Removal,Aluminum Siding,Alley,6312 S KILPATRICK AVE,60629,1146128.21329789,1862338.96062173,13,8,64,3,41.778025841033845,-87.73998058868207,"(41.778025841033845, -87.73998058868207)"
10/03/2017,Completed,10/04/2017,17-06618436,Graffiti Removal,Metal - Painted,Pole,2128 W FARRAGUT AVE,60625,1161201.28450161,1934842.94977672,40,20,4,,41.976998752884775,-87.68306182165111,"(41.976998752884775, -87.68306182165111)"
10/03/2017,Completed,10/04/2017,17-06618484,Graffiti Removal,Metal - Painted,Front,2884 N MILWAUKEE AVE,60618,1152508.71368797,1919026.98482915,35,14,21,,41.933673671286954,-87.71518452874355,"(41.933673671286954, -87.71518452874355)"
10/03/2017,Completed,10/04/2017,17-06618485,Graffiti Removal,Brick - Painted,Side,2909 N ALLEN AVE,60618,1152451.91368797,1919154.08482915,35,14,21,,41.93406249142375,-87.71492854879565,"(41.93406249142375, -87.71492854879565)"
10/03/2017,Completed,10/04/2017,17-06618486,Graffiti Removal,Brick - Unpainted,Front,2867 N DRAKE AVE,60618,1152276.3621756,1918966.65282414,35,14,21,,41.93380047270127,-87.71577352310796,"(41.93380047270127, -87.71577352310796)"
10/03/2017,Completed,10/04/2017,17-06618659,Graffiti Removal,Wood - Painted,Front,4644 S HERMITAGE AVE,60609,1165460.17783075,1873902.29162687,15,9,61,10,41.8090538935867,-87.6687691903852,"(41.8090538935867, -87.6687691903852)"
10/03/2017,Completed,10/04/2017,17-06618703,Graffiti Removal,Wood - Painted,Front,4625 S PAULINA ST,60609,1165786.56538872,1874036.46111078,15,9,61,10,41.80963473556847,-87.66728540377717,"(41.80963473556847, -87.66728540377717)"
10/03/2017,Completed,10/04/2017,17-06618715,Graffiti Removal,Metal - Painted,Side,819 W GRAND AVE,60642,1170758.09837652,1903678.82153266,27,12,24,,41.891061968557395,-87.64846681508378,"(41.891061968557395, -87.64846681508378)"
10/03/2017,Completed,10/04/2017,17-06618727,Graffiti Removal,Metal - Painted,Alley,4323 S MARSHFIELD AVE,60609,1166063.13357701,1876040.73461818,15,9,61,10,41.81514954220507,-87.66622405611007,"(41.81514954220507, -87.66622405611007)"
10/03/2017,Completed,10/04/2017,17-06618787,Graffiti Removal,Brick - Unpainted,Front,4453 S MARSHFIELD AVE,60609,1166083.23680965,1875179.35748394,15,9,61,10,41.81248971474385,-87.66615930386119,"(41.81248971474385, -87.66615930386119)"
10/03/2017,Completed,10/04/2017,17-06618841,Graffiti Removal,Brick - Unpainted,Front,4542 S MARSHFIELD AVE,60609,1166099.93680965,1874590.65748394,15,9,61,,41.810948596789174,-87.66641454083081,"(41.810948596789174, -87.66641454083081)"
10/03/2017,Completed,10/04/2017,17-06619006,Graffiti Removal,Metal - Painted,Front,3548 W LAWRENCE AVE,60625,1151765.03212396,1931662.35408128,33,17,14,,41.968465035458976,-87.71780389876434,"(41.968465035458976, -87.71780389876434)"
10/03/2017,Completed,10/04/2017,17-06619350,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Alley,1757 N WOOD ST,60622,1164070.80971622,1911959.59450183,32,14,24,,41.91396585513553,-87.67251256549666,"(41.91396585513553, -87.67251256549666)"
10/03/2017,Completed,10/04/2017,17-06619613,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,4230 W 25TH PL,60623,1148659.12632686,1886719.76689483,22,10,30,,41.84518967621996,-87.73081715594434,"(41.84518967621996, -87.73081715594434)"
10/03/2017,Completed,10/04/2017,17-06619665,Graffiti Removal,Brick - Unpainted,Front,4811 N MILWAUKEE AVE,60630,1139905.82002791,1931494.76006571,45,16,11,,41.96821662387454,-87.76087260717381,"(41.96821662387454, -87.76087260717381)"
10/03/2017,Completed,10/04/2017,17-06619739,Graffiti Removal,Other / Unknown Surface,Garbage Cart,1758 N NASHVILLE AVE,60707,1132142.66067109,1910977.70972434,29,25,25,,41.91262373867277,-87.79015282750318,"(41.91262373867277, -87.79015282750318)"
10/03/2017,Completed,10/04/2017,17-06619781,Graffiti Removal,Other / Unknown Surface,Garbage Cart,1759 N NATOMA AVE,60707,1131809.49291922,1910977.10069624,29,25,25,,41.912614305146555,-87.7910820611814,"(41.912614305146555, -87.7910820611814)"
10/03/2017,Completed,10/04/2017,17-06619872,Graffiti Removal,Other / Unknown Surface,Garbage Cart,1718 N NASHVILLE AVE,60707,1132150.5083763,1910709.86977327,29,25,25,,41.91149402170725,-87.79011841623888,"(41.91149402170725, -87.79011841623888)"
10/03/2017,Completed,10/04/2017,17-06620328,Graffiti Removal,Brick - Painted,Alley,1940 S ST LOUIS AVE,60623,1153401.07908891,1890206.7389177,24,10,29,,41.854147659340015,-87.71255435361687,"(41.854147659340015, -87.71255435361687)"
10/03/2017,Completed,10/04/2017,17-06620379,Graffiti Removal,Other/Unknown Surface,Door,4522 W ADDISON ST,60641,1145551.42000918,1923545.26009426,45,17,16,,41.946316533845234,-87.74032398490901,"(41.946316533845234, -87.74032398490901)"
10/03/2017,Completed,10/04/2017,17-06620468,Graffiti Removal,Wood - Painted,Door,4520 W ADDISON ST,60641,1145741.63992976,1923549.9145969,45,17,16,,41.94631729541946,-87.74025468081103,"(41.94631729541946, -87.74025468081103)"
10/03/2017,Completed,10/04/2017,17-06620587,Graffiti Removal,Brick - Unpainted,Front,3369 N MILWAUKEE AVE,60641,1148595.03121141,1922175.45149843,30,17,16,,41.94249519176825,-87.72919495732187,"(41.94249519176825, -87.72919495732187)"
10/03/2017,Completed,10/04/2017,17-06620603,Graffiti Removal,Brick - Painted,Front,3349 N MILWAUKEE AVE,60641,1148767.14220369,1922037.47750386,30,17,16,,41.94212265550838,-87.7285814983868,"(41.94212265550838, -87.7285814983868)"
10/03/2017,Completed,10/04/2017,17-06620678,Graffiti Removal,Brick - Unpainted,Alley,2637 S HARDING AVE,60623,1150467.09323429,1886181.15033427,22,10,30,25,41.843149346124896,-87.72315484376298,"(41.843149346124896, -87.72315484376298)"
10/03/2017,Completed,10/04/2017,17-06620717,Graffiti Removal,Brick - Painted,Side,4100 N LONG AVE,60641,1139618.17297349,1926733.41010966,38,16,15,,41.9551078676731,-87.76228458139845,"(41.9551078676731, -87.76228458139845)"
10/03/2017,Completed,10/04/2017,17-06621105,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,1801 N MARSHFIELD AVE,60622,1165063.54727396,1912050.96686847,32,14,22,33,41.91434766042726,-87.66886705593065,"(41.91434766042726, -87.66886705593065)"
10/03/2017,Completed,10/04/2017,17-06621338,Graffiti Removal,Other/Unknown Surface,Door,3444 S ASHLAND AVE,60608,1166230.068113,1881904.50943404,12,9,59,,41.83099086495279,-87.66572703902192,"(41.83099086495279, -87.66572703902192)"
10/03/2017,Completed,10/04/2017,17-06621749,Graffiti Removal,Metal - Painted,Side,5917 W IRVING PARK RD,60634,1136110.55988733,1925985.61181818,38,16,15,,41.95296418284343,-87.77502148432326,"(41.95296418284343, -87.77502148432326)"
10/03/2017,Completed,10/04/2017,17-06621791,Graffiti Removal,Metal - Painted,Door,224 N JUSTINE ST,60607,1166115.04006872,1901626.37738366,27,12,28,,41.88615966407095,-87.66560960647408,"(41.88615966407095, -87.66560960647408)"
10/03/2017,Completed,10/04/2017,17-06622557,Graffiti Removal,Brick - Unpainted,Side,3718 S ARCHER AVE,60632,1160981.68887704,1879828.97921734,12,9,59,,41.825984088843974,-87.68505900153443,"(41.825984088843974, -87.68505900153443)"
10/03/2017,Completed,10/04/2017,17-06622616,Graffiti Removal,Metal - Painted,Door,6948 S SOUTH CHICAGO AVE,60637,1181681.76392309,1859152.59069456,6,3,69,,41.768340772725104,-87.60924363512648,"(41.768340772725104, -87.60924363512648)"
10/03/2017,Completed,10/04/2017,17-06622630,Graffiti Removal,Other / Unknown Surface,Fence,3527 W NORTH AVE,60647,1152507.43480889,1910404.04403431,26,14,23,,41.90989805113385,-87.71549655127905,"(41.90989805113385, -87.71549655127905)"
10/03/2017,Completed,10/04/2017,17-06622754,Graffiti Removal,Brick - Unpainted,Side,3561 S ARCHER AVE,60609,1162416.58651217,1881026.60831904,12,9,59,,41.82925413851087,-87.67926847008982,"(41.82925413851087, -87.67926847008982)"
10/03/2017,Completed,10/04/2017,17-06622841,Graffiti Removal,Brick - Painted,Front,3544 S ARCHER AVE,60609,1162524.85978597,1881115.94677974,12,9,59,,41.829423777571684,-87.67945478557185,"(41.829423777571684, -87.67945478557185)"
10/03/2017,Completed,10/04/2017,17-06622847,Graffiti Removal,Metal - Painted,Alley,1959 W MONTROSE AVE,60613,1162496.16767203,1929230.57448628,47,19,5,31,41.96135532131147,-87.67830515937477,"(41.96135532131147, -87.67830515937477)"
10/03/2017,Completed,10/04/2017,17-06622909,Graffiti Removal,Metal - Painted,Pole,3036 N CENTRAL PARK AVE,60618,1151862.58008046,1919902.05999012,30,25,21,,41.93635953614731,-87.71745565396485,"(41.93635953614731, -87.71745565396485)"
10/03/2017,Completed,10/04/2017,17-06622919,Graffiti Removal,Metal - Painted,Front,1636 N PULASKI RD,60639,1149466.36650178,1910578.31718972,26,25,23,,41.910991614101754,-87.72651325962663,"(41.910991614101754, -87.72651325962663)"
10/03/2017,Completed,10/04/2017,17-06623044,Graffiti Removal,Wood - Painted,Side,3510 W ARMITAGE AVE,60647,1152827.34956671,1913069.0258004,26,14,22,,41.917425275699756,-87.7140126163489,"(41.917425275699756, -87.7140126163489)"
10/03/2017,Completed,10/04/2017,17-06623085,Graffiti Removal,Other / Unknown Surface,Front,1804 N KEDZIE AVE,60647,1154762.92829749,1911836.94537087,1,14,22,,41.91393142741755,-87.7070091646739,"(41.91393142741755, -87.7070091646739)"
10/03/2017,Completed,10/04/2017,17-06623151,Graffiti Removal,Glass,Front,3533 W ARMITAGE AVE,60647,1152565.61171583,1913062.35739716,26,14,22,,41.91719481607654,-87.71490434043679,"(41.91719481607654, -87.71490434043679)"
10/03/2017,Completed,10/04/2017,17-06623177,Graffiti Removal,Vinyl Siding,Garage,2553 W ARMITAGE AVE,60647,1158914.1393084,1913194.53072796,1,14,22,,41.91742793082,-87.69170415645587,"(41.91742793082, -87.69170415645587)"
10/03/2017,Completed,10/04/2017,17-06623278,Graffiti Removal,Metal - Painted,Mail Box,2752 N SOUTHPORT AVE,60614,1166501.72090091,1918473.91169185,32,19,7,,41.93224320283822,-87.6637041203281,"(41.93224320283822, -87.6637041203281)"
10/03/2017,Completed,10/04/2017,17-06623283,Graffiti Removal,Metal - Painted,Pole,3546 W ARMITAGE AVE,60647,1152452.51171583,1913059.65739716,26,14,22,,41.91740638310144,-87.71545376427068,"(41.91740638310144, -87.71545376427068)"
10/03/2017,Completed,10/04/2017,17-06623321,Graffiti Removal,Metal - Painted,Traffic Control Box,3601 W ARMITAGE AVE,60647,1152044.88248218,1913050.59679332,26,25,22,,41.91717227404533,-87.7168310521332,"(41.91717227404533, -87.7168310521332)"
10/03/2017,Completed,10/04/2017,17-06623587,Graffiti Removal,Metal - Painted,Front,4349 N LINCOLN AVE,60618,1161035.22732485,1928934.50068504,47,19,5,38,41.960923196823984,-87.68334286731177,"(41.960923196823984, -87.68334286731177)"
10/03/2017,Completed,10/04/2017,17-06623590,Graffiti Removal,Brick - Painted,Side,3945 N SHERIDAN RD,60613,1168892.56343251,1926485.2600954,46,19,6,17,41.9540055084986,-87.65438451736664,"(41.9540055084986, -87.65438451736664)"
10/03/2017,Completed,10/04/2017,17-06623943,Graffiti Removal,Metal - Painted,Garage,1507 N LEAVITT ST,60622,1161460.74439768,1910024.65011341,2,14,24,,41.90882020493783,-87.68215985060961,"(41.90882020493783, -87.68215985060961)"
10/03/2017,Completed,10/04/2017,17-06624434,Graffiti Removal,Aluminum Siding,Rear,4942 S KOLIN AVE,60632,1148195.74810278,1871498.24449153,14,8,57,,41.80282253953838,-87.73215725493866,"(41.80282253953838, -87.73215725493866)"
10/03/2017,Completed,10/04/2017,17-06625207,Graffiti Removal,Brick - Unpainted,Side,209 N LAFLIN ST,60607,1166431.24012326,1901571.75681763,27,12,28,,41.885690008855676,-87.66414688589846,"(41.885690008855676, -87.66414688589846)"
10/03/2017,Completed,10/04/2017,17-06625528,Graffiti Removal,Metal - Painted,Front,5948 W ADDISON ST,60634,1136073.99212875,1923327.99067499,36,16,15,,41.94588757669768,-87.7760053262458,"(41.94588757669768, -87.7760053262458)"
10/03/2017,Completed,10/04/2017,17-06625664,Graffiti Removal,Brick - Unpainted,Alley,2316 W GRANVILLE AVE,60659,1159862.85246868,1941114.9428922,50,24,2,,41.99423059523837,-87.68806384779202,"(41.99423059523837, -87.68806384779202)"
10/03/2017,Completed,10/04/2017,17-06625913,Graffiti Removal,Aluminum Siding,Garage,4944 S KOLIN AVE,60632,1148196.14810278,1871484.74449153,14,8,57,,41.802765946439635,-87.73215560909343,"(41.802765946439635, -87.73215560909343)"
10/03/2017,Completed,10/04/2017,17-06626034,Graffiti Removal,Glass,Front,3329 W DIVERSEY AVE,60647,1153569.70000824,1918419.4904696,35,14,22,,41.931875734872364,-87.7110060955742,"(41.931875734872364, -87.7110060955742)"
10/03/2017,Completed,10/04/2017,17-06626085,Graffiti Removal,Brick - Painted,Side,2753 W FULLERTON AVE,60647,1157526.72999496,1915835.8004238,1,14,22,,41.92470056625745,-87.69711396014493,"(41.92470056625745, -87.69711396014493)"
10/03/2017,Completed,10/04/2017,17-06626086,Graffiti Removal,Metal - Painted,Side,381 W MADISON ST,60606,1173691.45848544,1900324.13891011,42,1,32,,41.88179308871861,-87.63784647472171,"(41.88179308871861, -87.63784647472171)"
10/03/2017,Completed,10/04/2017,17-06626087,Graffiti Removal,Metal - Painted,Dumpster,332 W WASHINGTON ST,60606,1174080.9712688,1900800.19237569,42,1,32,,41.88331257088783,-87.6362872938362,"(41.88331257088783, -87.6362872938362)"
10/03/2017,Completed,10/04/2017,17-06626305,Graffiti Removal,Wood - Painted,Rear,8722 S HONORE ST,60620,1165535.97838895,1846835.76273398,21,22,71,,41.73497192566238,-87.66926971627052,"(41.73497192566238, -87.66926971627052)"
10/03/2017,Completed,10/04/2017,17-06626312,Graffiti Removal,Wood - Painted,Garage,8735 S WINCHESTER AVE,60620,1165155.77019529,1846731.93650144,21,22,71,,41.734724733359165,-87.67034586485032,"(41.734724733359165, -87.67034586485032)"
10/03/2017,Completed,10/04/2017,17-06626412,Graffiti Removal,Brick - Painted,Front,6405 N CAMPBELL AVE,60645,1158490.52618188,1942433.31491809,50,24,2,43,41.99789475574909,-87.69218311055222,"(41.99789475574909, -87.69218311055222)"
10/03/2017,Completed,10/04/2017,17-06626435,Graffiti Removal,Brick - Unpainted,Alley,6410 N HOYNE AVE,60645,1161139.26706893,1942546.84792208,50,24,2,43,41.99822334988992,-87.68273344768072,"(41.99822334988992, -87.68273344768072)"
10/03/2017,Completed,10/04/2017,17-06626770,Graffiti Removal,Metal - Painted,Mail Box,2035 W ARTHUR AVE,60645,1161436.41056967,1943150.05322991,50,24,2,43,41.99957496578637,-87.68155563806694,"(41.99957496578637, -87.68155563806694)"
10/03/2017,Completed,10/04/2017,17-06626832,Graffiti Removal,Metal - Painted,Front,2020 W DEVON AVE,60659,1161589.63991815,1942493.80159534,50,24,2,43,41.9979898347733,-87.6810450205243,"(41.9979898347733, -87.6810450205243)"
10/03/2017,Completed,10/04/2017,17-06626901,Graffiti Removal,Metal - Painted,Alley,6411 N OAKLEY AVE,60645,1159814.69590664,1942513.78322617,50,24,2,43,41.99814527460301,-87.68731005352423,"(41.99814527460301, -87.68731005352423)"
10/03/2017,Completed,10/04/2017,17-06626991,Graffiti Removal,Brick - Painted,Alley,6410 N OAKLEY AVE,60645,1159814.89590664,1942507.08322617,50,24,2,43,41.998143643511376,-87.68760434675318,"(41.998143643511376, -87.68760434675318)"
10/03/2017,Completed,10/04/2017,17-06627022,Graffiti Removal,Wood - Painted,Side,2891 N MILWAUKEE AVE,60618,1152464.11368797,1919062.88482915,35,14,21,,41.933945044512306,-87.71516591619094,"(41.933945044512306, -87.71516591619094)"
10/03/2017,Completed,10/04/2017,17-06627098,Graffiti Removal,Brick - Painted,Side,3276 W ARMITAGE AVE,60647,1153993.83881468,1913096.07592273,26,14,22,,41.9174721714145,-87.71011722224635,"(41.9174721714145, -87.71011722224635)"
10/03/2017,Completed,10/04/2017,17-06627115,Graffiti Removal,Brick - Painted,Viaduct,2526 N WESTERN AVE,60647,1159935.67329671,1916730.14191023,1,14,22,,41.92723539647648,-87.68786941493241,"(41.92723539647648, -87.68786941493241)"
10/03/2017,Completed,10/04/2017,17-06627118,Graffiti Removal,Metal - Painted,Alley,6412 N CLAREMONT AVE,60645,1159483.95718047,1942509.91781511,50,24,2,43,41.99817720407816,-87.688823249582,"(41.99817720407816, -87.688823249582)"
10/03/2017,Completed,10/04/2017,17-06627120,Graffiti Removal,Brick - Painted,Viaduct,2558 N WESTERN AVE,60647,1159921.06941332,1917146.41271915,1,14,22,,41.92861579200585,-87.68792024703878,"(41.92861579200585, -87.68792024703878)"
10/03/2017,Completed,10/04/2017,17-06627150,Graffiti Removal,Wood - Painted,Front,6700 N WESTERN AVE,60645,1159101.2206129,1944408.83008352,50,24,2,,42.00327879607047,-87.69017397677698,"(42.00327879607047, -87.69017397677698)"
10/03/2017,Completed,10/04/2017,17-06627226,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,7254 N RIDGE BLVD,60645,1160869.97517179,1948091.28408694,49,24,2,,42.01381473835296,-87.68376358904648,"(42.01381473835296, -87.68376358904648)"
10/03/2017,Completed,10/04/2017,17-06627227,Graffiti Removal,Metal - Painted,Front,6401 N NEWGARD AVE,60626,1165441.9498824,1942617.61438757,49,24,1,26,41.99821558430565,-87.66660310970418,"(41.99821558430565, -87.66660310970418)"
10/03/2017,Completed,10/04/2017,17-06627236,Graffiti Removal,Wood - Painted,Front,6400 N NEWGARD AVE,60626,1165442.1498824,1942610.91438757,49,24,1,,41.998211598388224,-87.66689736218524,"(41.998211598388224, -87.66689736218524)"
10/03/2017,Completed,10/04/2017,17-06627246,Graffiti Removal,Metal - Painted,Mail Box,1900 W PRATT BLVD,60626,1162382.82021731,1945186.60589126,49,24,1,,42.00536273038303,-87.67804468661392,"(42.00536273038303, -87.67804468661392)"
