Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What Type of Surface is the Graffiti on?,Where is the Graffiti located?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location
10/03/2017,Completed,10/03/2017,17-06628807,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,3441 W GRAND AVE,60651,1153243.61111959,1906972.86149927,27,11,23,,41.9005261599876,-87.71268258795894,"(41.9005261599876, -87.71268258795894)"
10/03/2017,Completed,10/03/2017,17-06628838,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Alley,3413 W GRAND AVE,60651,1153438.30771228,1906774.76907835,27,11,23,,41.899964435544334,-87.71197414111371,"(41.899964435544334, -87.71197414111371)"
10/03/2017,Completed,10/03/2017,17-06628854,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,4520 W GRAND AVE,60639,1145936.67288753,1910818.44026834,36,25,23,,41.91143621490796,-87.73939798292648,"(41.91143621490796, -87.73939798292648)"
10/03/2017,Completed,10/03/2017,17-06628858,Graffiti Removal,Vinyl Siding,Side,1946 S ST LOUIS AVE,60623,1153402.77908891,1890168.9389177,24,10,29,,41.85399365931317,-87.71254989277017,"(41.85399365931317, -87.71254989277017)"
10/03/2017,Completed,10/03/2017,17-06628861,Graffiti Removal,Metal - Painted,Front,1944 S ST LOUIS AVE,60623,1153402.17908891,1890181.5389177,24,10,29,,41.854044533266496,-87.71255133181891,"(41.854044533266496, -87.71255133181891)"
10/03/2017,Completed,10/03/2017,17-06628868,Graffiti Removal,Brick - Unpainted,Side,1941 S ST LOUIS AVE,60623,1153401.37908891,1890200.4389177,24,10,29,,41.85407880570153,-87.71225862488998,"(41.85407880570153, -87.71225862488998)"
10/03/2017,Completed,10/03/2017,17-06628904,Graffiti Removal,Brick - Unpainted,Front,44 E WACKER DR,60601,1176706.20097684,1902340.5095969,42,1,32,,41.88751504351756,-87.6265053394627,"(41.88751504351756, -87.6265053394627)"
10/03/2017,Completed,10/03/2017,17-06628914,Graffiti Removal,Metal - Painted,Front,921 S JEFFERSON ST,60607,1172464.83532348,1896102.93573039,25,1,28,,41.86982602397581,-87.64212936625994,"(41.86982602397581, -87.64212936625994)"
10/03/2017,Completed,10/03/2017,17-06618807,Graffiti Removal,Brick - Unpainted,Side,4851 N BROADWAY,60640,1167434.81117339,1932542.34002437,46,20,3,34,41.970532497900834,-87.65956392060501,"(41.970532497900834, -87.65956392060501)"
10/03/2017,Completed,10/03/2017,17-06618810,Graffiti Removal,Metal - Unpainted,Garage,3135 W BELMONT AVE,60618,1154877.81077552,1921110.78598928,33,14,21,,41.93923399014434,-87.70613819558274,"(41.93923399014434, -87.70613819558274)"
10/03/2017,Completed,10/03/2017,17-06618819,Graffiti Removal,Brick - Unpainted,Front,3120 W BELMONT AVE,60618,1154996.11077552,1921112.78598928,33,17,21,,41.93945586901639,-87.70576473263284,"(41.93945586901639, -87.70576473263284)"
10/03/2017,Completed,10/03/2017,17-06618873,Graffiti Removal,Metal - Unpainted,Traffic Control Box,5001 N BROADWAY,60640,1167407.547491,1933523.57993095,48,20,3,34,41.97326747331668,-87.65963700095104,"(41.97326747331668, -87.65963700095104)"
10/03/2017,Completed,10/03/2017,17-06618956,Graffiti Removal,,,7700 S SPAULDING AVE,60652,1155717.32989402,1853344.35491785,18,8,70,,41.753277083709975,-87.70507125329262,"(41.753277083709975, -87.70507125329262)"
10/03/2017,Completed,10/03/2017,17-06619001,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,7700 S SPAULDING AVE,60652,1155717.32989402,1853344.35491785,18,8,70,,41.753277083709975,-87.70507125329262,"(41.753277083709975, -87.70507125329262)"
10/03/2017,Completed,10/03/2017,17-06619056,Graffiti Removal,Brick - Unpainted,Rear,5731 N SHERIDAN RD,60660,1168599.07499909,1938260.07947824,48,20,77,,41.986480779477496,-87.65513819571015,"(41.986480779477496, -87.65513819571015)"
10/03/2017,Completed,10/03/2017,17-06619060,Graffiti Removal,Metal - Unpainted,Front,7300 S WHIPPLE ST,60629,1157303.32000321,1856061.86650049,18,8,66,14,41.760700832840314,-87.69918463062244,"(41.760700832840314, -87.69918463062244)"
10/03/2017,Completed,10/03/2017,17-06619118,Graffiti Removal,Metal - Unpainted,Front,4800 S THROOP ST,60609,1168470.23087337,1872941.02538215,20,9,61,,41.8067853191161,-87.65777190499227,"(41.8067853191161, -87.65777190499227)"
10/03/2017,Completed,10/03/2017,17-06619125,Graffiti Removal,Brick - Unpainted,Rear,5733 N SHERIDAN RD,60660,1168598.57499909,1938273.37947824,48,20,77,,41.986536918913444,-87.65513817585877,"(41.986536918913444, -87.65513817585877)"
10/03/2017,Completed,10/03/2017,17-06619133,Graffiti Removal,Wood - Unpainted,Front,4501 S HERMITAGE AVE,60609,1165432.82983208,1874852.73400689,15,9,61,,41.81211868591246,-87.66856412434808,"(41.81211868591246, -87.66856412434808)"
10/03/2017,Completed,10/03/2017,17-06619193,Graffiti Removal,Metal - Painted,Traffic Control Box,3900 N LINCOLN AVE,60613,1162648.45523337,1925908.50930197,47,19,5,38,41.952343305200465,-87.6776567659055,"(41.952343305200465, -87.6776567659055)"
10/03/2017,Completed,10/03/2017,17-06619234,Graffiti Removal,Metal - Painted,Newspaper Box,3900 N LINCOLN AVE,60613,1162648.45523337,1925908.50930197,47,19,5,38,41.952343305200465,-87.6776567659055,"(41.952343305200465, -87.6776567659055)"
10/03/2017,Completed,10/03/2017,17-06619246,Graffiti Removal,Metal - Painted,Traffic Control Box,1940 W BYRON ST,60613,1162613.65523337,1925907.60930197,47,19,5,38,41.95245708842338,-87.67783029315126,"(41.95245708842338, -87.67783029315126)"
10/03/2017,Completed,10/03/2017,17-06619250,Graffiti Removal,Metal - Painted,Newspaper Box,1940 W BYRON ST,60613,1162613.65523337,1925907.60930197,47,19,5,38,41.95245708842338,-87.67783029315126,"(41.95245708842338, -87.67783029315126)"
10/03/2017,Completed,10/03/2017,17-06619292,Graffiti Removal,Metal - Painted,Bench,2500 W IRVING PARK RD,60618,1159004.63368927,1926483.27688061,47,19,5,38,41.95411268913146,-87.69093463023722,"(41.95411268913146, -87.69093463023722)"
10/03/2017,Completed,10/03/2017,17-06619306,Graffiti Removal,Metal - Painted,Traffic Control Box,2458 W IRVING PARK RD,60618,1159275.93368927,1926486.87688061,47,19,5,38,41.95410882648357,-87.69074903659211,"(41.95410882648357, -87.69074903659211)"
10/03/2017,Completed,10/03/2017,17-06619310,Graffiti Removal,Brick - Unpainted,Front,3300 N ALBANY AVE,60618,1155136.78207324,1921735.29903063,33,17,21,,41.94113339678872,-87.70537154836397,"(41.94113339678872, -87.70537154836397)"
10/03/2017,Completed,10/03/2017,17-06619336,Graffiti Removal,Metal - Painted,Traffic Control Box,1830 W LAWRENCE AVE,60640,1163232.58002815,1931911.28999388,47,20,4,31,41.96891016292625,-87.67582618250268,"(41.96891016292625, -87.67582618250268)"
10/03/2017,Completed,10/03/2017,17-06619359,Graffiti Removal,Metal - Painted,Pole,4657 N LINCOLN AVE,60625,1160002.53070304,1930999.5702692,47,19,4,21,41.96646546464625,-87.68697134324373,"(41.96646546464625, -87.68697134324373)"
10/03/2017,Completed,10/03/2017,17-06619367,Graffiti Removal,Metal - Unpainted,Sign,2853 N SHEFFIELD AVE,60657,1169120.255114,1919209.85410583,44,19,6,17,41.93422140721839,-87.65376632518584,"(41.93422140721839, -87.65376632518584)"
10/03/2017,Completed,10/03/2017,17-06619370,Graffiti Removal,Metal - Painted,Door,4210 N LINCOLN AVE,60618,1161550.92898436,1927969.45977726,47,19,5,38,41.95801786753886,-87.68163090151573,"(41.95801786753886, -87.68163090151573)"
10/03/2017,Completed,10/03/2017,17-06619390,Graffiti Removal,Metal - Painted,Dumpster,3108 W GRACE ST,60618,1154951.81561846,1925100.75187146,33,17,16,,41.95040020407447,-87.70587351029081,"(41.95040020407447, -87.70587351029081)"
10/03/2017,Completed,10/03/2017,17-06619476,Graffiti Removal,Metal - Painted,Sign,3902 N KEDZIE AVE,60618,1154360.06791059,1925771.91883144,33,17,16,60,41.952252351032335,-87.70811767744992,"(41.952252351032335, -87.70811767744992)"
10/03/2017,Completed,10/03/2017,17-06619511,Graffiti Removal,Metal - Painted,Sign,3858 N KEDZIE AVE,60618,1154367.96791059,1925482.91883144,33,17,16,,41.9520141958762,-87.70811075233186,"(41.9520141958762, -87.70811075233186)"
10/03/2017,Completed,10/03/2017,17-06619559,Graffiti Removal,Metal - Painted,Pole,3902 N KEDZIE AVE,60618,1154360.06791059,1925771.91883144,33,17,16,60,41.952252351032335,-87.70811767744992,"(41.952252351032335, -87.70811767744992)"
10/03/2017,Completed,10/03/2017,17-06619596,Graffiti Removal,Metal - Painted,Pole,3853 N KEDZIE AVE,60618,1154368.86791059,1925449.31883144,33,17,16,,41.95184866968581,-87.70781188470433,"(41.95184866968581, -87.70781188470433)"
10/03/2017,Completed,10/03/2017,17-06619607,Graffiti Removal,Metal - Painted,Pole,4601 N WESTERN AVE,60625,1159541.17998903,1930457.8879043,47,19,4,21,41.9649142820773,-87.68864587688687,"(41.9649142820773, -87.68864587688687)"
10/03/2017,Completed,10/03/2017,17-06619679,Graffiti Removal,Metal - Unpainted,Mail Box,2853 N SHEFFIELD AVE,60657,1169120.255114,1919209.85410583,44,19,6,17,41.93422140721839,-87.65376632518584,"(41.93422140721839, -87.65376632518584)"
10/03/2017,Completed,10/03/2017,17-06619729,Graffiti Removal,Brick - Unpainted,Side,2301 N CLARK ST,60614,1173101.49168497,1915582.66011585,43,18,7,23,41.92390630404291,-87.63928669557026,"(41.92390630404291, -87.63928669557026)"
10/03/2017,Completed,10/03/2017,17-06619741,Graffiti Removal,Wood - Unpainted,Front,3434 W IRVING PARK RD,60618,1152661.23329457,1926376.89137849,35,17,16,,41.95394592347437,-87.71434849634625,"(41.95394592347437, -87.71434849634625)"
10/03/2017,Completed,10/03/2017,17-06619890,Graffiti Removal,Metal - Unpainted,Traffic Control Box,5700 N LAKE SHORE DR,60660,1169044.905375,1938170.7886,48,20,77,,41.98587146134214,-87.65381231962796,"(41.98587146134214, -87.65381231962796)"
10/03/2017,Completed,10/03/2017,17-06626876,Graffiti Removal,Metal - Painted,Pole,1601 N LEAVITT ST,60647,1161444.64370953,1910620.58469736,2,14,24,33,41.910436524927654,-87.6822009763934,"(41.910436524927654, -87.6822009763934)"
10/03/2017,Completed,10/03/2017,17-06626934,Graffiti Removal,Metal - Painted,Traffic Control Box,601 N ST CLAIR ST,60611,1177736.43702066,1904250.05816773,42,18,8,,41.89260612931505,-87.62254757502451,"(41.89260612931505, -87.62254757502451)"
10/03/2017,Completed,10/03/2017,17-06626939,Graffiti Removal,Metal - Painted,Newspaper Box,607 N ST CLAIR ST,60611,1177734.33702066,1904310.45816773,42,18,8,,41.892818615498825,-87.62255678774841,"(41.892818615498825, -87.62255678774841)"
10/03/2017,Completed,10/03/2017,17-06626947,Graffiti Removal,Metal - Painted,Traffic Control Box,629 N ST CLAIR ST,60611,1177726.61916866,1904532.17930791,42,18,8,,41.89332323189305,-87.62257179833531,"(41.89332323189305, -87.62257179833531)"
10/03/2017,Completed,10/03/2017,17-06626956,Graffiti Removal,Metal - Painted,Traffic Control Box,201 E OHIO ST,60611,1177743.43702066,1904240.15816773,42,18,8,,41.89245180138692,-87.62256644896387,"(41.89245180138692, -87.62256644896387)"
10/03/2017,Completed,10/03/2017,17-06626980,Graffiti Removal,Metal - Painted,Pole,200 E OHIO ST,60611,1177736.73702066,1904239.95816773,42,18,8,,41.89267129068561,-87.62257220248128,"(41.89267129068561, -87.62257220248128)"
10/03/2017,Completed,10/03/2017,17-06626989,Graffiti Removal,Metal - Painted,Overpass,300 N LA SALLE DR,60654,1175081.45068246,1902367.16757018,42,18,8,,41.887528639656935,-87.63264683652446,"(41.887528639656935, -87.63264683652446)"
10/03/2017,Completed,10/03/2017,17-06626999,Graffiti Removal,Metal - Painted,Overpass,241 N WABASH AVE,60601,1176767.27999534,1902001.40997313,42,1,32,,41.88680858875385,-87.62619648463013,"(41.88680858875385, -87.62619648463013)"
10/03/2017,Completed,10/03/2017,17-06627006,Graffiti Removal,Metal - Painted,Overpass,250 N WABASH AVE,60601,1176765.97999534,1902023.20997313,42,1,32,1,41.88678675622609,-87.62648881585989,"(41.88678675622609, -87.62648881585989)"
10/03/2017,Completed,10/03/2017,17-06627043,Graffiti Removal,Brick - Painted,Front,1315 W 17TH ST,60608,1167813.96108931,1891694.03000406,25,12,31,,41.85824262902813,-87.65951796873814,"(41.85824262902813, -87.65951796873814)"
10/03/2017,Completed,10/03/2017,17-06627096,Graffiti Removal,Brick - Painted,Front,1321 W 18TH ST,60608,1167724.9392254,1891528.17409518,25,12,31,,41.857789532283164,-87.6598387251714,"(41.857789532283164, -87.6598387251714)"
10/03/2017,Completed,10/03/2017,17-06627112,Graffiti Removal,Brick - Painted,Front,1325 W 18TH ST,60608,1167683.6392254,1891526.97409518,25,12,31,,41.857787454167344,-87.6599750348719,"(41.857787454167344, -87.6599750348719)"
10/03/2017,Completed,10/03/2017,17-06627163,Graffiti Removal,Brick - Painted,Front,1331 W 18TH PL,60608,1167785.56622137,1891198.50992327,25,12,31,,41.8568759896786,-87.66010568303223,"(41.8568759896786, -87.66010568303223)"
10/03/2017,Completed,10/03/2017,17-06627172,Graffiti Removal,Metal - Painted,Viaduct,1865 W 33RD PL,60608,1164545.39000032,1882595.50003116,12,9,59,,41.83345890796973,-87.6724686106464,"(41.83345890796973, -87.6724686106464)"
10/03/2017,Completed,10/03/2017,17-06627178,Graffiti Removal,Metal - Painted,Pole,109 E RANDOLPH ST,60601,1177394.5091879,1901280.67492979,42,1,32,,41.88432811061599,-87.6240255830255,"(41.88432811061599, -87.6240255830255)"
10/03/2017,Completed,10/03/2017,17-06627219,Graffiti Removal,Metal - Painted,Pole,101 E RANDOLPH ST,60601,1177294.23650813,1901287.7114083,42,1,32,,41.88435985524245,-87.62444481421159,"(41.88435985524245, -87.62444481421159)"
10/03/2017,Completed,10/03/2017,17-06627235,Graffiti Removal,Brick - Painted,Front,348 E LOWER WACKER DR,60601,1178719.52809411,1902543.63368375,42,1,32,,41.887935824541934,-87.61845094449043,"(41.887935824541934, -87.61845094449043)"
10/03/2017,Completed,10/03/2017,17-06627250,Graffiti Removal,Metal - Painted,Dumpster,343 E LOWER WACKER DR,60601,1178675.62809411,1902547.53368375,42,1,32,,41.88747798597863,-87.61877567493116,"(41.88747798597863, -87.61877567493116)"
10/03/2017,Completed,10/03/2017,17-06627276,Graffiti Removal,Metal - Painted,Sign,326 E LOWER WACKER DR,60601,1178526.42809411,1902560.83368375,42,1,32,,41.88797441845212,-87.61939725458929,"(41.88797441845212, -87.61939725458929)"
10/03/2017,Completed,10/03/2017,17-06627387,Graffiti Removal,Brick - Unpainted,Garage,5000 S LAWLER AVE,60638,1143537.98986802,1871003.62398217,22,8,56,,41.801970012888525,-87.74926483645105,"(41.801970012888525, -87.74926483645105)"
10/03/2017,Completed,10/03/2017,17-06627486,Graffiti Removal,Metal - Unpainted,Traffic Control Box,3158 W 31ST ST,60623,1155726.27000667,1883910.52988735,12,10,30,,41.83734420852644,-87.70476670860602,"(41.83734420852644, -87.70476670860602)"
10/03/2017,Completed,10/03/2017,17-06627492,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,2700 S TRIPP AVE,60623,1148490.8890778,1885711.62681599,22,10,30,,41.84223607648113,-87.73072376196268,"(41.84223607648113, -87.73072376196268)"
10/03/2017,Completed,10/03/2017,17-06627558,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,2656 S TRIPP AVE,60623,1148482.5890778,1886002.42681599,22,10,30,25,41.84247948211572,-87.73072377533762,"(41.84247948211572, -87.73072377533762)"
10/03/2017,Completed,10/03/2017,17-06627575,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Rear,2700 S HAMLIN AVE,60623,1151474.84020818,1885787.21497394,22,10,30,,41.842386444319146,-87.71977035311336,"(41.842386444319146, -87.71977035311336)"
10/03/2017,Completed,10/03/2017,17-06627583,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,2859 S TRIPP AVE,60623,1148520.03257413,1884642.47802812,22,10,30,,41.83874834960724,-87.73033257660082,"(41.83874834960724, -87.73033257660082)"
10/03/2017,Completed,10/03/2017,17-06627594,Graffiti Removal,Wood - Unpainted,Fence,2859 S KEDVALE AVE,60623,1149182.30381478,1884657.70821451,22,10,30,,41.83877712936288,-87.7279025984424,"(41.83877712936288, -87.7279025984424)"
10/03/2017,Completed,10/03/2017,17-06627626,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,2500 S TRUMBULL AVE,60623,1153765.62237926,1887178.30513348,22,10,30,25,41.84615825445492,-87.71132538741759,"(41.84615825445492, -87.71132538741759)"
10/03/2017,Completed,10/03/2017,17-06627633,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,2350 W CULLERTON ST,60608,1161347.82752682,1890357.94441896,25,12,31,,41.85490153053917,-87.68535764815871,"(41.85490153053917, -87.68535764815871)"
10/03/2017,Completed,10/03/2017,17-06627639,Graffiti Removal,Metal - Unpainted,Fence,1832 S TRUMBULL AVE,60623,1153666.25708039,1890811.35592883,24,10,29,,41.85618384939784,-87.71161879260377,"(41.85618384939784, -87.71161879260377)"
10/03/2017,Completed,10/03/2017,17-06627668,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,1001 W TILDEN ST,60607,1169831.30998469,1898143.22999227,25,12,28,,41.87589600077191,-87.65190523721151,"(41.87589600077191, -87.65190523721151)"
10/03/2017,Completed,10/03/2017,17-06627679,Graffiti Removal,Metal - Unpainted,Front,320 W 18TH ST,60616,1174274.28636677,1891514.08447444,25,12,28,,41.85783684708921,-87.63580401238089,"(41.85783684708921, -87.63580401238089)"
10/03/2017,Completed,10/03/2017,17-06627685,Graffiti Removal,Metal - Unpainted,Front,324 W 18TH ST,60616,1174240.05359607,1891513.41340613,25,12,28,,41.85783774049692,-87.6359199588114,"(41.85783774049692, -87.6359199588114)"
10/03/2017,Completed,10/03/2017,17-06627706,Graffiti Removal,Metal - Unpainted,Front,710 N BISHOP ST,60642,1166485.88861787,1904898.8409278,27,12,24,,41.89468629103022,-87.6641405721563,"(41.89468629103022, -87.6641405721563)"
10/03/2017,Completed,10/03/2017,17-06627711,Graffiti Removal,Metal - Unpainted,Front,714 N BISHOP ST,60642,1166489.08861787,1904785.5409278,27,12,24,,41.894821587281164,-87.66414407541939,"(41.894821587281164, -87.66414407541939)"
10/03/2017,Completed,10/03/2017,17-06627717,Graffiti Removal,Metal - Unpainted,Front,1851 W KINZIE ST,60622,1163990.32668975,1902752.43683397,27,12,28,,41.88865643821825,-87.67397369025507,"(41.88865643821825, -87.67397369025507)"
10/03/2017,Completed,10/03/2017,17-06627726,Graffiti Removal,Metal - Painted,Garbage Cart,2624 W 24TH ST,60608,1159250.61637218,1887974.66351873,12,10,30,,41.84842676765653,-87.69147512970106,"(41.84842676765653, -87.69147512970106)"
10/03/2017,Completed - Dup,10/03/2017,17-06614446,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Viaduct,4900 S PAULINA ST,60609,1165837.34432534,1872214.50710752,20,9,61,,41.80492825322089,-87.66745111965612,"(41.80492825322089, -87.66745111965612)"
10/03/2017,Completed - Dup,10/03/2017,17-06618331,Graffiti Removal,Metal - Unpainted,Alley,2125 W BERWYN AVE,60625,1161210.98109192,1935175.68401642,40,20,4,,41.97769178554724,-87.68293383793875,"(41.97769178554724, -87.68293383793875)"
10/03/2017,Completed - Dup,10/03/2017,17-06628477,Graffiti Removal,Brick - Unpainted,Side,3561 S ARCHER AVE,60609,1162416.58651217,1881026.60831904,12,9,59,,41.82925413851087,-87.67926847008982,"(41.82925413851087, -87.67926847008982)"
10/03/2017,Completed,10/03/2017,17-06618388,Graffiti Removal,Brick - Unpainted,Front,5721 S MORGAN ST,60621,1170621.35611974,1866883.86938403,16,7,68,,41.78994211412612,-87.64976171010032,"(41.78994211412612, -87.64976171010032)"
10/03/2017,Completed,10/03/2017,17-06618397,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,5901 S HOMAN AVE,60629,1154729.53868599,1865280.66908197,23,8,66,59,41.78614459458248,-87.70807562531962,"(41.78614459458248, -87.70807562531962)"
10/03/2017,Completed,10/03/2017,17-06618399,Graffiti Removal,Metal - Unpainted,Sign,4043 N LINCOLN AVE,60618,1162090.68101155,1926958.7004778,47,19,5,38,41.955497851937736,-87.67953057108225,"(41.955497851937736, -87.67953057108225)"
10/03/2017,Completed,10/03/2017,17-06618443,Graffiti Removal,Metal - Painted,Side,5427 N BROADWAY,60640,1167331.87608834,1936192.53248873,48,20,77,26,41.98080171783289,-87.65984390503488,"(41.98080171783289, -87.65984390503488)"
10/03/2017,Completed,10/03/2017,17-06618448,Graffiti Removal,Metal - Unpainted,Front,3502 W 59TH ST,60629,1154043.90367659,1865271.82190994,23,8,63,,41.78623976717704,-87.71086494154541,"(41.78623976717704, -87.71086494154541)"
10/03/2017,Completed,10/03/2017,17-06618492,Graffiti Removal,Metal - Unpainted,Front,3600 W 64TH ST,60629,1153421.21317992,1861931.38340384,23,8,65,,41.77708646649013,-87.71322794431151,"(41.77708646649013, -87.71322794431151)"
10/03/2017,Completed,10/03/2017,17-06618494,Graffiti Removal,Metal - Unpainted,Newspaper Box,4063 N LINCOLN AVE,60618,1162040.78101155,1927052.0004778,47,19,5,38,41.95596994995024,-87.67986234231947,"(41.95596994995024, -87.67986234231947)"
10/03/2017,Completed,10/03/2017,17-06618540,Graffiti Removal,Metal - Painted,Traffic Control Box,4113 N LINCOLN AVE,60618,1161885.69111956,1927342.04037937,47,19,5,38,41.95640800368992,-87.6801700931476,"(41.95640800368992, -87.6801700931476)"
10/03/2017,Completed,10/03/2017,17-06618573,Graffiti Removal,Glass,Front,2208 W MONTROSE AVE,60618,1160815.30989233,1929185.58413377,47,19,4,21,41.961486942948156,-87.6842908713723,"(41.961486942948156, -87.6842908713723)"
10/03/2017,Completed,10/03/2017,17-06618581,Graffiti Removal,Metal - Unpainted,Sign,2223 W MONTROSE AVE,60618,1160655.77996883,1929180.79000288,47,19,5,,41.96125872199635,-87.68481068737334,"(41.96125872199635, -87.68481068737334)"
10/03/2017,Completed,10/03/2017,17-06618594,Graffiti Removal,Metal - Unpainted,Sign,2225 W MONTROSE AVE,60618,1160560.97996883,1929177.89000288,47,19,5,,41.96125735380072,-87.68489473805795,"(41.96125735380072, -87.68489473805795)"
10/03/2017,Completed,10/03/2017,17-06618619,Graffiti Removal,Metal - Painted,Sign,2235 W MONTROSE AVE,60618,1160463.57996883,1929175.09000288,47,19,5,,41.96125272551298,-87.68518439217061,"(41.96125272551298, -87.68518439217061)"
10/03/2017,Completed,10/03/2017,17-06618624,Graffiti Removal,Metal - Unpainted,Pole,4402 N WESTERN AVE,60625,1159580.27319811,1929165.1929048,47,19,4,21,41.961458531880865,-87.68883423433935,"(41.961458531880865, -87.68883423433935)"
10/03/2017,Completed,10/03/2017,17-06618656,Graffiti Removal,Metal - Unpainted,Sign,4500 N KEDZIE AVE,60625,1154240.34008308,1929731.93167436,33,17,14,60,41.963094609685854,-87.70845156589107,"(41.963094609685854, -87.70845156589107)"
10/03/2017,Completed,10/03/2017,17-06618658,Graffiti Removal,Brick - Unpainted,Rear,5431 N BROADWAY,60640,1167331.17608834,1936219.43248873,48,20,77,26,41.98091509476223,-87.65984705610397,"(41.98091509476223, -87.65984705610397)"
10/03/2017,Completed,10/03/2017,17-06618666,Graffiti Removal,Glass,Front,4458 N KEDZIE AVE,60625,1154246.51249967,1929522.36543424,33,17,14,60,41.962960556645044,-87.70844664628895,"(41.962960556645044, -87.70844664628895)"
10/03/2017,Completed,10/03/2017,17-06618719,Graffiti Removal,Metal - Painted,Traffic Control Box,4448 N KEDZIE AVE,60625,1154248.11249967,1929471.26543424,33,17,14,60,41.962662362667636,-87.70843594141144,"(41.962662362667636, -87.70843594141144)"
10/03/2017,Completed,10/03/2017,17-06618723,Graffiti Removal,Metal - Unpainted,Hydrant,5423 N BROADWAY,60640,1167332.67608834,1936165.63248873,48,20,77,26,41.98068820177603,-87.65984078174895,"(41.98068820177603, -87.65984078174895)"
10/03/2017,Completed,10/03/2017,17-06618725,Graffiti Removal,Brick - Unpainted,Front,4432 N KEDZIE AVE,60625,1154250.51249967,1929389.46543424,33,17,14,60,41.962184740105535,-87.70842275378467,"(41.962184740105535, -87.70842275378467)"
10/03/2017,Completed,10/03/2017,17-06618788,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,3127 W BELMONT AVE,60618,1154940.91077552,1921111.88598928,33,14,21,,41.93923533341619,-87.70587632175311,"(41.93923533341619, -87.70587632175311)"
10/03/2017,Completed - Dup,10/04/2017,17-06619886,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,4230 W 25TH PL,60623,1148659.12632686,1886719.76689483,22,10,30,,41.84518967621996,-87.73081715594434,"(41.84518967621996, -87.73081715594434)"
10/03/2017,Completed - Dup,10/04/2017,17-06626472,Graffiti Removal,Metal - Painted,Alley,6410 N HOYNE AVE,60645,1161139.26706893,1942546.84792208,50,24,2,43,41.99822334988992,-87.68273344768072,"(41.99822334988992, -87.68273344768072)"
10/03/2017,Completed - Dup,10/04/2017,17-06626945,Graffiti Removal,Brick - Painted,Alley,6411 N OAKLEY AVE,60645,1159814.69590664,1942513.78322617,50,24,2,43,41.99814527460301,-87.68731005352423,"(41.99814527460301, -87.68731005352423)"
10/03/2017,Completed - Dup,10/04/2017,17-06627003,Graffiti Removal,Metal - Painted,Alley,6410 N OAKLEY AVE,60645,1159814.89590664,1942507.08322617,50,24,2,43,41.998143643511376,-87.68760434675318,"(41.998143643511376, -87.68760434675318)"
10/03/2017,Completed - Dup,10/04/2017,17-06627051,Graffiti Removal,Metal - Painted,Alley,6410 N OAKLEY AVE,60645,1159814.89590664,1942507.08322617,50,24,2,43,41.998143643511376,-87.68760434675318,"(41.998143643511376, -87.68760434675318)"
10/03/2017,Completed,10/04/2017,17-06614363,Graffiti Removal,Brick - Unpainted,Garage,3355 E 109TH ST,60617,1200321.5714205,1833288.31357674,10,4,52,,41.697211443535025,-87.541576879695,"(41.697211443535025, -87.541576879695)"
10/03/2017,Completed,10/04/2017,17-06614366,Graffiti Removal,Metal - Painted,Garage,3341 E 108TH ST,60617,1200246.61462393,1833949.78536849,10,4,52,,41.69903522676985,-87.5421633865226,"(41.69903522676985, -87.5421633865226)"
10/03/2017,Completed,10/04/2017,17-06616971,Graffiti Removal,Metal - Painted,Rear,2660 N LINCOLN AVE,60614,1168718.46020173,1917884.48552471,43,19,7,35,41.93028806470485,-87.65574941925463,"(41.93028806470485, -87.65574941925463)"
10/03/2017,Completed,10/04/2017,17-06617316,Graffiti Removal,Metal - Unpainted,Fence,1425 W FULLERTON AVE,60614,1166314.71602459,1916044.62719867,2,18,7,,41.925092739302656,-87.664422734547,"(41.925092739302656, -87.664422734547)"
10/03/2017,Completed,10/04/2017,17-06617319,Graffiti Removal,Metal - Unpainted,Fence,1840 W NORTH AVE,60622,1163731.43516982,1910680.33908521,2,14,24,33,41.9106455744334,-87.67420058686105,"(41.9106455744334, -87.67420058686105)"
10/03/2017,Completed,10/04/2017,17-06617546,Graffiti Removal,Wood - Painted,Garage,3302 W 64TH PL,60629,1155489.37447585,1861659.23797008,23,8,66,,41.776295801345974,-87.70569186044575,"(41.776295801345974, -87.70569186044575)"
